NAME	X	Y	Cluster	Individual library (may be several per mouse)	Mouse	Timepoint
MOUSE_CELL_11277	2936.466370074332	1266.914315995245	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11278	1162.6882573984647	3770.0712062823964	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11279	1154.850825167387	3907.556094019279	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11280	2268.072909671543	3496.9055520585616	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11281	1245.75192907144	3579.502148594103	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11282	2366.763889843604	3634.44518718636	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11283	1342.425874709869	3470.6273235210033	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11284	1676.6527905759465	3666.536283016607	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11285	1830.7486454446096	3677.1387597223584	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11286	2191.5851343111517	3350.1856981027036	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11287	2860.119090658986	1462.9881057425634	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11288	2379.8034587978927	3455.508314436537	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11289	2009.1069631148248	3535.2743170009326	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11290	2422.117329867349	3675.249491843316	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11291	1525.7335565570256	2367.9739282168293	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11292	2877.6497286988783	3820.956148368653	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11293	2637.6164501973253	2170.4913901784644	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11294	1141.427644530118	3812.303019414943	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11295	1223.036514260904	3910.551474269274	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11296	2372.9204611519835	3616.9485848383374	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11297	2230.3784266509174	3058.0110834123757	Cycling Basal (homeostasis)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11298	1976.887369353794	3669.7527882767627	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11299	1618.926726263852	3489.9697765692176	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11300	2321.653242808071	2902.484373052136	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11301	1349.809854552359	3900.9408191746784	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11302	1143.324192149716	4018.6760145163526	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11303	2452.1109111212945	3479.147849594805	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11304	2324.0355613070333	3445.305546260744	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11305	1231.283199002663	3620.908354049286	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11306	1636.8395459345825	3308.7884815207385	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11307	1427.1858817619081	3519.8554679562576	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11308	1458.7983146558252	3112.594646630995	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11309	2273.9671324764695	3525.6601762420887	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11310	2941.201806882731	3716.3109086560244	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11311	2425.2376983013446	3748.51334143393	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11312	1455.0370041336193	3793.733927647114	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11313	2480.6125144725274	2528.4932324459637	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11314	2558.1463102428906	2349.7851727132265	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11315	1208.589259044716	3773.9546773935112	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11316	2624.928213654343	2235.3253130385638	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11317	2212.980628931721	3480.6835057852127	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11318	2972.4265129085024	3828.2269509985063	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11319	1254.0918679804986	3800.5623356902715	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11320	2303.9790653246955	3528.729685602487	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11321	1210.2851080396063	3765.8702172268377	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11322	1256.7510351731235	2173.2150072659297	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11323	1685.9601797442833	3187.0770744212673	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11324	2761.3362601417775	3748.6415513897823	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11325	1343.7992941075306	3970.4036881273714	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11326	2848.9852366301056	1502.1662398796495	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11327	2057.1854434090446	2941.0603251601074	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11328	1824.5142794907279	3227.913670061114	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11329	2671.304273035353	3630.0866404764483	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11330	2635.3903891562686	3724.836340558927	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11331	3641.69595290915	1230.2958016257548	Ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11332	2700.578882810746	3424.146596476991	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11333	2005.6112379373722	3403.485701550683	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11334	1077.1739458979644	3763.3186268792756	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11335	1540.2516619142584	1972.1741568464606	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11336	2894.3966352290145	1282.528380489945	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11337	2841.9017737198733	3677.27616113724	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11338	2803.6547066711187	3774.7345731454807	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11339	2988.0842906433604	1118.995472110737	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11340	1667.5592545548807	3734.332490157077	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11341	2497.2059163362824	2512.532674354595	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11342	2335.966382398687	3510.8806372410772	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11343	2328.2484422438984	3590.8071166378772	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11344	1242.765549414615	3856.744797435412	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11345	1284.2974791974652	3719.1841816745323	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11346	2930.2170108297314	1277.075418742089	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11347	2975.530722192494	3978.3498714128164	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11348	2518.5874975186925	3867.194124491175	Ionocytes	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11349	2424.2897661859206	3181.865565913982	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11350	2452.5697271372433	3584.572165517952	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11351	2933.749578001723	1169.3884140981886	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11352	2315.9876670291674	3677.916870679166	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11353	2397.864998622495	3564.9593335417253	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11354	2295.443271401293	3684.518677877606	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11355	1990.206878410037	3799.3740931556313	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11356	2176.681471914598	3176.43606832707	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11357	2675.487082425276	1976.3416641558526	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11358	2710.8003367971723	3725.359478013295	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11359	2481.1061820249292	3501.044426158844	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11360	1515.9607704241664	3338.005862171687	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11361	2450.5315662862213	3743.336036018596	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11362	1350.3445924712753	3553.11747571516	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11363	2280.4105967478135	3027.9764008704333	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11364	2583.5849522531807	3764.25536858652	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11365	1275.483220880928	3544.6238991062187	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11366	1303.6768239317996	3451.878695203214	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11367	1460.4676182368162	3623.808902325762	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11368	2738.5893780689194	1863.135832660729	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11369	1506.0223377379225	3906.0859719420796	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11370	2266.617854280738	3029.353337774189	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11371	1665.6810802347209	3906.886312082942	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11372	1814.9834459093881	3539.249553170088	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11373	1301.0238025873532	3404.0955760318384	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11374	2676.752804238627	3667.036254922704	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11375	2306.4929048454123	3677.026300034051	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11376	2206.9612701601677	3292.646519742628	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11377	2130.9277892924356	3581.8886509033323	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11378	2354.428659494296	3420.923191604571	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11379	1406.483459849898	2300.948654361807	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11380	2527.2065121025944	3477.5070225906857	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11381	2820.8203051843275	3828.9173823812826	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11382	1383.8926572268638	3263.4415926231	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11383	3019.3118165846986	1079.6018175000886	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11384	2653.476094046191	3777.4527819402538	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11385	1725.3569749527196	3357.7758331639848	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11386	2436.174163254287	3446.554737325133	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11387	1093.0496333964263	3876.2070015971854	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11388	2858.6586710154997	3640.5900712253424	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11389	2243.3656161035715	3728.8182765179063	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11390	2780.458802853486	1774.3474456486342	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11391	2162.5707038753626	3617.922972167199	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11392	1361.8816733326505	3808.228355657977	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11393	2307.1497716716067	3356.10874467914	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11394	2996.532422469222	1115.212950643136	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11395	2474.1115435182	3546.234697591534	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11396	2444.9234316523475	3569.6967675280607	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11397	2502.3801408123345	3675.2847084517507	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11398	1055.6969185274927	4044.072735122286	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11399	1294.3150404928392	3782.6031683086107	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11400	2322.3202488896623	3285.712843193496	Cycling Basal (homeostasis)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11401	2168.183979277437	3515.3241547507178	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11402	2564.8892130313034	3696.3582920654535	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11403	2935.3208484743695	1269.7960134575096	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11404	1207.7764016811147	3934.4564165208694	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11405	2863.3741982105516	1434.1442714824002	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11406	2405.759879647078	3457.7024659126187	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11407	2855.925775378041	3578.677121195201	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11408	1448.5896192522546	3625.591495976249	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11409	2434.7765257415413	3649.542553950622	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11410	2597.2369396955	3631.9171136182954	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11411	2266.3940015063395	3616.3834871787453	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11412	1526.9319832649385	3921.076459723821	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11413	1495.7236535016896	3902.04003533823	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11414	2141.2578636988833	3667.778476814247	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11415	2429.5379201433993	3589.0887977365774	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11416	2862.7482398931566	1510.445602245269	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11417	2861.915299825441	1450.2697673042935	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11418	2079.8785643077927	3596.737364440785	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11419	2147.884074265983	3492.690661637061	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11420	2810.516747603278	3631.952310510217	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11421	2969.5665385443554	1211.5721282244672	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11422	2970.92681491002	1114.049824887185	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11423	2665.670851607558	3742.5329323984897	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11424	2141.9364271940503	3419.9849522649097	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11425	2888.2363546533315	1332.0997416093342	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11426	1243.7000444878063	3713.631885303214	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11427	3073.439194688518	1119.610903213289	Ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11428	2426.311653691937	3439.2258216391297	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11429	2230.664319386038	3543.64863372057	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11430	2258.1506033224496	3660.80363571949	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11431	2752.0152828786768	1844.8416374054218	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11432	2998.759997902388	1125.0842630021662	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11433	1714.7620287506536	2212.35113714771	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11434	1565.5417576805016	3858.4979025370394	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11435	1912.656207854236	3467.683420998054	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11436	1752.1127210424731	3642.276338787755	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11437	2068.560161735504	3725.3310042065664	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11438	3049.4561271320144	3974.2828928318568	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11439	1832.1551769386647	3596.266082821218	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11440	2461.231649347934	3428.884975281838	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11441	1658.635716755638	2168.1154377428384	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11442	2475.765901706856	2550.0218284220055	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11443	2237.8231991950825	3292.1749942990996	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11444	1211.1935075879232	4019.969893161816	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11445	1281.3941686581431	3966.226282515486	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11446	1600.1360409815097	2092.3022599020305	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11447	2248.7135336738775	3606.7483474171604	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11448	2533.6175595541745	3498.271101442722	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11449	1772.568086341958	3258.5327460979684	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11450	1266.5862371366356	3985.3867930529004	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11451	1720.2026468821052	3241.7150396498077	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11452	3392.9125837265356	4167.226998504421	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11453	2489.2353571222043	3546.1449085535796	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11454	1477.7098054966984	3550.2857428554616	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11455	1730.1174366901848	2539.5517415894055	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11456	1187.2435013694985	3919.32253054293	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11457	1597.841888638569	2079.3571115820077	Cycling Basal (regeneration)	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11458	2375.7281189951946	3651.681041668159	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11459	2293.3765369541534	3664.348882223584	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11460	1618.701436938606	3835.391299559202	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11461	2567.8293627842586	2074.4061419329564	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11462	3022.8230442538293	1072.5113393599686	Pre-ciliated	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11463	2471.070508352595	3644.609746410437	Secretory	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
MOUSE_CELL_11464	1271.533690226629	3774.0231111964326	Basal	jul2016_14_72hpi_mouse_id_65	72hpi_mouse_id_65	72hpi
